gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic
009904,000003,06/06/2008,04/03/2017,S&P 500 Comp-Ltd,I0003,SOUTHWESTERN ENERGY CO,SWN
147175,000003,06/11/2008,06/11/2015,S&P 500 Comp-Ltd,I0003,LORILLARD INC,LO
020548,000003,06/23/2008,,S&P 500 Comp-Ltd,I0003,CABOT OIL & GAS CORP,COG
141400,000003,06/23/2008,06/01/2011,S&P 500 Comp-Ltd,I0003,MASSEY ENERGY CO,MEE
029968,000003,07/01/2008,12/18/2011,S&P 500 Comp-Ltd,I0003,AK STEEL HOLDING CORP,AKS
180167,000003,07/01/2008,03/06/2018,S&P 500 Comp-Ltd,I0003,SCRIPPS NETWORKS INTERACTIVE,SNI
160225,000003,07/18/2008,,S&P 500 Comp-Ltd,I0003,MASTERCARD INC,MA
061483,000003,07/31/2008,,S&P 500 Comp-Ltd,I0003,DAVITA INC,DVA
029804,000003,08/21/2008,,S&P 500 Comp-Ltd,I0003,INVESCO LTD,IVZ
163946,000003,08/27/2008,,S&P 500 Comp-Ltd,I0003,CF INDUSTRIES HOLDINGS INC,CF
014225,000003,09/15/2008,,S&P 500 Comp-Ltd,I0003,FASTENAL CO,FAST
157855,000003,09/15/2008,,S&P 500 Comp-Ltd,I0003,SALESFORCE.COM INC,CRM
005492,000003,09/22/2008,06/30/2019,S&P 500 Comp-Ltd,I0003,L3HARRIS TECHNOLOGIES INC,LHX
014359,000003,09/24/2008,,S&P 500 Comp-Ltd,I0003,PIONEER NATURAL RESOURCES CO,PXD
014282,000003,09/30/2008,,S&P 500 Comp-Ltd,I0003,AMPHENOL CORP,APH
004108,000003,10/02/2008,,S&P 500 Comp-Ltd,I0003,FLOWSERVE CORP,FLS
179700,000003,10/07/2008,07/01/2018,S&P 500 Comp-Ltd,I0003,DR PEPPER SNAPPLE GROUP INC,DPS
149337,000003,10/22/2008,,S&P 500 Comp-Ltd,I0003,NASDAQ INC,NDAQ
011550,000003,10/31/2008,,S&P 500 Comp-Ltd,I0003,WEC ENERGY GROUP INC,WEC
009777,000003,11/06/2008,,S&P 500 Comp-Ltd,I0003,SMUCKER (JM) CO,SJM
016245,000003,11/13/2008,,S&P 500 Comp-Ltd,I0003,PEOPLE'S UNITED FINL INC,PBCT
013700,000003,11/14/2008,,S&P 500 Comp-Ltd,I0003,DENTSPLY SIRONA INC,XRAY
149318,000003,11/14/2008,,S&P 500 Comp-Ltd,I0003,WYNN RESORTS LTD,WYNN
023945,000003,11/17/2008,10/16/2011,S&P 500 Comp-Ltd,I0003,CEPHALON INC,CEPH
063527,000003,11/19/2008,12/02/2018,S&P 500 Comp-Ltd,I0003,STERICYCLE INC,SRCL
118577,000003,11/24/2008,01/23/2014,S&P 500 Comp-Ltd,I0003,LIFE TECHNOLOGIES CORP,LIFE.3
004094,000003,12/02/2008,04/04/2017,S&P 500 Comp-Ltd,I0003,DUN & BRADSTREET CORP,DNB.1
112168,000003,12/05/2008,,S&P 500 Comp-Ltd,I0003,REPUBLIC SERVICES INC,RSG
004430,000003,12/19/2008,11/12/2018,S&P 500 Comp-Ltd,I0003,EQT CORP,EQT
025783,000003,12/23/2008,02/28/2011,S&P 500 Comp-Ltd,I0003,MCAFEE INC,MFE
028477,000003,01/02/2009,,S&P 500 Comp-Ltd,I0003,FLIR SYSTEMS INC,FLIR
008215,000003,01/02/2009,12/01/2016,S&P 500 Comp-Ltd,I0003,O-I GLASS INC,OI
009445,000003,01/02/2009,01/01/2019,S&P 500 Comp-Ltd,I0003,SCANA CORP,SCG
062374,000003,01/06/2009,,S&P 500 Comp-Ltd,I0003,IRON MOUNTAIN INC,IRM
005543,000003,01/30/2009,,S&P 500 Comp-Ltd,I0003,WELLTOWER INC,WELL
061409,000003,02/26/2009,10/02/2016,S&P 500 Comp-Ltd,I0003,DIAMOND OFFSHRE DRILLING INC,DOFSQ
005709,000003,03/04/2009,,S&P 500 Comp-Ltd,I0003,HORMEL FOODS CORP,HRL
110179,000003,03/04/2009,,S&P 500 Comp-Ltd,I0003,VENTAS INC,VTR
007970,000003,03/17/2009,,S&P 500 Comp-Ltd,I0003,EVERSOURCE ENERGY,ES
028180,000003,03/27/2009,,S&P 500 Comp-Ltd,I0003,O'REILLY AUTOMOTIVE INC,ORLY
176404,000003,03/30/2009,05/17/2016,S&P 500 Comp-Ltd,I0003,TIME WARNER CABLE INC,TWC
020653,000003,04/02/2009,03/22/2015,S&P 500 Comp-Ltd,I0003,DENBURY RESOURCES INC,DNR
142811,000003,06/05/2009,01/16/2017,S&P 500 Comp-Ltd,I0003,FMC TECHNOLOGIES INC,FTI.1
003905,000003,06/09/2009,09/30/2012,S&P 500 Comp-Ltd,I0003,ADTALEM GLOBAL EDUCATION INC,ATGE
160256,000003,06/30/2009,04/30/2013,S&P 500 Comp-Ltd,I0003,METROPCS COMMUNICATIONS INC,PCS
011399,000003,07/01/2009,,S&P 500 Comp-Ltd,I0003,WESTERN DIGITAL CORP,WDC
066446,000003,07/01/2009,,S&P 500 Comp-Ltd,I0003,QUANTA SERVICES INC,PWR
122841,000003,07/27/2009,07/14/2019,S&P 500 Comp-Ltd,I0003,RED HAT INC,RHT
004510,000003,08/19/2009,,S&P 500 Comp-Ltd,I0003,FMC CORP,FMC
183257,000003,09/01/2009,03/17/2015,S&P 500 Comp-Ltd,I0003,CAREFUSION CORP,CFN
012950,000003,09/09/2009,05/22/2016,S&P 500 Comp-Ltd,I0003,AIRGAS INC,ARG
175404,000003,10/16/2009,03/19/2017,S&P 500 Comp-Ltd,I0003,FIRST SOLAR INC,FSLR
119314,000003,11/06/2009,,S&P 500 Comp-Ltd,I0003,BOOKING HOLDINGS INC,BKNG
009248,000003,12/21/2009,,S&P 500 Comp-Ltd,I0003,ROSS STORES INC,ROST
179534,000003,12/21/2009,,S&P 500 Comp-Ltd,I0003,VISA INC,V
165123,000003,12/21/2009,09/22/2013,S&P 500 Comp-Ltd,I0003,LEIDOS HOLDINGS INC,LDOS
003107,000003,12/21/2009,04/01/2014,S&P 500 Comp-Ltd,I0003,CLEVELAND-CLIFFS INC,CLF
180833,000003,12/21/2009,06/18/2017,S&P 500 Comp-Ltd,I0003,MEAD JOHNSON NUTRITION CO,MJN
024925,000003,12/23/2009,,S&P 500 Comp-Ltd,I0003,ROPER TECHNOLOGIES INC,ROP
135990,000003,01/29/2010,,S&P 500 Comp-Ltd,I0003,NRG ENERGY INC,NRG
029150,000003,02/08/2010,03/19/2017,S&P 500 Comp-Ltd,I0003,URBAN OUTFITTERS INC,URBN
002176,000003,02/16/2010,,S&P 500 Comp-Ltd,I0003,BERKSHIRE HATHAWAY,BRK.B
164296,000003,03/01/2010,,S&P 500 Comp-Ltd,I0003,DISCOVERY INC,DISCA
005581,000003,03/01/2010,05/21/2020,S&P 500 Comp-Ltd,I0003,HELMERICH & PAYNE,HP
008151,000003,03/15/2010,,S&P 500 Comp-Ltd,I0003,ONEOK INC,OKE
012850,000003,04/30/2010,,S&P 500 Comp-Ltd,I0003,CERNER CORP,CERN
064410,000003,06/28/2010,,S&P 500 Comp-Ltd,I0003,CARMAX INC,KMX
154357,000003,07/01/2010,06/30/2015,S&P 500 Comp-Ltd,I0003,QEP RESOURCES INC,QEP
028034,000003,07/15/2010,,S&P 500 Comp-Ltd,I0003,CHUBB LTD,CB
010787,000003,08/27/2010,09/05/2016,S&P 500 Comp-Ltd,I0003,TYCO INTERNATIONAL PLC,TYC
005959,000003,11/17/2010,03/01/2020,S&P 500 Comp-Ltd,I0003,TRANE TECHNOLOGIES PLC,TT
121077,000003,12/20/2010,,S&P 500 Comp-Ltd,I0003,F5 NETWORKS INC,FFIV
147579,000003,12/20/2010,,S&P 500 Comp-Ltd,I0003,NETFLIX INC,NFLX
012485,000003,12/20/2010,06/23/2016,S&P 500 Comp-Ltd,I0003,ALTICE USA INC,ATUS
029173,000003,12/20/2010,02/14/2019,S&P 500 Comp-Ltd,I0003,NEWFIELD EXPLORATION CO,NFX
186106,000003,01/04/2011,05/24/2012,S&P 500 Comp-Ltd,I0003,MOTOROLA MOBILITY HLDGS INC,MMI.3
011925,000003,01/18/2011,07/19/2015,S&P 500 Comp-Ltd,I0003,NOBLE CORP PLC,NE
013003,000003,02/28/2011,10/07/2015,S&P 500 Comp-Ltd,I0003,JOY GLOBAL INC,JOY
177264,000003,03/01/2011,01/26/2015,S&P 500 Comp-Ltd,I0003,COVIDIEN PLC,COV
133366,000003,04/01/2011,,S&P 500 Comp-Ltd,I0003,EDWARDS LIFESCIENCES CORP,EW
124434,000003,04/04/2011,,S&P 500 Comp-Ltd,I0003,BLACKROCK INC,BLK
165914,000003,04/28/2011,,S&P 500 Comp-Ltd,I0003,CHIPOTLE MEXICAN GRILL INC,CMG
162448,000003,06/02/2011,10/01/2012,S&P 500 Comp-Ltd,I0003,ALPHA NATURAL RESOURCES INC,ANRZQ
186989,000003,07/01/2011,,S&P 500 Comp-Ltd,I0003,MARATHON PETROLEUM CORP,MPC
143357,000003,07/06/2011,,S&P 500 Comp-Ltd,I0003,ACCENTURE PLC,ACN
162129,000003,09/26/2011,,S&P 500 Comp-Ltd,I0003,MOSAIC CO,MOS
177267,000003,10/17/2011,,S&P 500 Comp-Ltd,I0003,TE CONNECTIVITY LTD,TEL
189491,000003,11/01/2011,,S&P 500 Comp-Ltd,I0003,XYLEM INC,XYL
003497,000003,11/23/2011,12/02/2012,S&P 500 Comp-Ltd,I0003,COOPER INDUSTRIES PLC,CBE
001837,000003,12/13/2011,06/30/2016,S&P 500 Comp-Ltd,I0003,SOUTHERN CO GAS,SO7
024782,000003,12/19/2011,,S&P 500 Comp-Ltd,I0003,PERRIGO CO PLC,PRGO
028742,000003,12/19/2011,,S&P 500 Comp-Ltd,I0003,BORGWARNER INC,BWA
031587,000003,12/19/2011,,S&P 500 Comp-Ltd,I0003,DOLLAR TREE INC,DLTR
199356,000003,12/21/2011,12/22/2019,S&P 500 Comp-Ltd,I0003,TRIPADVISOR INC,TRIP
187128,000003,01/03/2012,03/23/2014,S&P 500 Comp-Ltd,I0003,WPX ENERGY INC,WPX
113490,000003,03/14/2012,,S&P 500 Comp-Ltd,I0003,CROWN CASTLE INTL CORP,CCI
028118,000003,04/04/2012,01/04/2016,S&P 500 Comp-Ltd,I0003,FOSSIL GROUP INC,FOSL
170841,000003,05/01/2012,,S&P 500 Comp-Ltd,I0003,PHILLIPS 66,PSX
006310,000003,05/25/2012,,S&P 500 Comp-Ltd,I0003,KINDER MORGAN INC,KMI
062263,000003,05/25/2012,,S&P 500 Comp-Ltd,I0003,ALEXION PHARMACEUTICALS INC,ALXN
006565,000003,06/05/2012,,S&P 500 Comp-Ltd,I0003,LAM RESEARCH CORP,LRCX
024316,000003,06/29/2012,,S&P 500 Comp-Ltd,I0003,MONSTER BEVERAGE CORP,MNST
150937,000003,07/02/2012,,S&P 500 Comp-Ltd,I0003,SEAGATE TECHNOLOGY PLC,STX
002270,000003,07/31/2012,03/29/2016,S&P 500 Comp-Ltd,I0003,VALARIS PLC,VAL
294524,000003,09/05/2012,,S&P 500 Comp-Ltd,I0003,LYONDELLBASELL INDUSTRIES NV,LYB
008463,000003,10/01/2012,,S&P 500 Comp-Ltd,I0003,PENTAIR PLC,PNR
014438,000003,10/01/2012,05/02/2016,S&P 500 Comp-Ltd,I0003,ADT CORP,ADT.4
012978,000003,10/02/2012,07/02/2015,S&P 500 Comp-Ltd,I0003,KRAFT FOODS GROUP INC,KRFT
028648,000003,10/05/2012,03/11/2015,S&P 500 Comp-Ltd,I0003,PETSMART INC,PETM
004016,000003,12/03/2012,,S&P 500 Comp-Ltd,I0003,DOLLAR GENERAL CORP,DG
141459,000003,12/12/2012,,S&P 500 Comp-Ltd,I0003,GARMIN LTD,GRMN
118122,000003,12/24/2012,,S&P 500 Comp-Ltd,I0003,APTIV PLC,APTV
016101,000003,01/02/2013,,S&P 500 Comp-Ltd,I0003,ABBVIE INC,ABBV
008551,000003,02/14/2013,,S&P 500 Comp-Ltd,I0003,PVH CORP,PVH
023812,000003,05/01/2013,,S&P 500 Comp-Ltd,I0003,REGENERON PHARMACEUTICALS,REGN
029868,000003,05/09/2013,12/22/2019,S&P 500 Comp-Ltd,I0003,MACERICH CO,MAC
006335,000003,05/24/2013,,S&P 500 Comp-Ltd,I0003,KANSAS CITY SOUTHERN,KSU
005073,000003,06/07/2013,,S&P 500 Comp-Ltd,I0003,GENERAL MOTORS CO,GM
013721,000003,06/24/2013,,S&P 500 Comp-Ltd,I0003,ZOETIS INC,ZTS
018043,000003,07/01/2013,,S&P 500 Comp-Ltd,I0003,NEWS CORP,NWSA
100873,000003,07/09/2013,,S&P 500 Comp-Ltd,I0003,NIELSEN HOLDINGS PLC,NLSN
003851,000003,09/11/2013,,S&P 500 Comp-Ltd,I0003,DELTA AIR LINES INC,DAL
001598,000003,09/23/2013,,S&P 500 Comp-Ltd,I0003,AMETEK INC,AME
024344,000003,09/23/2013,,S&P 500 Comp-Ltd,I0003,VERTEX PHARMACEUTICALS INC,VRTX
028338,000003,10/29/2013,07/25/2017,S&P 500 Comp-Ltd,I0003,TRANSOCEAN LTD,RIG
198058,000003,11/13/2013,05/11/2020,S&P 500 Comp-Ltd,I0003,CAPRI HOLDINGS LTD,CPRI
316056,000003,12/02/2013,,S&P 500 Comp-Ltd,I0003,ALLEGION PLC,ALLE
028119,000003,12/10/2013,08/27/2018,S&P 500 Comp-Ltd,I0003,BROOKFIELD PROPERTY REIT,BPYU
025119,000003,12/23/2013,,S&P 500 Comp-Ltd,I0003,MOHAWK INDUSTRIES INC,MHK
143974,000003,12/23/2013,,S&P 500 Comp-Ltd,I0003,ALLIANCE DATA SYSTEMS CORP,ADS
170617,000003,12/23/2013,,S&P 500 Comp-Ltd,I0003,FACEBOOK INC,FB
029736,000003,01/24/2014,,S&P 500 Comp-Ltd,I0003,TRACTOR SUPPLY CO,TSCO
028877,000003,03/24/2014,03/06/2016,S&P 500 Comp-Ltd,I0003,KEURIG DR PEPPER INC,KDP
030293,000003,04/02/2014,,S&P 500 Comp-Ltd,I0003,ESSEX PROPERTY TRUST,ESS
160329,000003,04/03/2014,,S&P 500 Comp-Ltd,I0003,ALPHABET INC,GOOGL
165052,000003,05/01/2014,,S&P 500 Comp-Ltd,I0003,UNDER ARMOUR INC,UAA
180711,000003,05/08/2014,,S&P 500 Comp-Ltd,I0003,BROADCOM INC,AVGO
150699,000003,06/23/2014,03/02/2020,S&P 500 Comp-Ltd,I0003,CIMAREX ENERGY CO,XEC
065886,000003,07/01/2014,12/22/2019,S&P 500 Comp-Ltd,I0003,AFFILIATED MANAGERS GRP INC,AMG
029733,000003,07/02/2014,,S&P 500 Comp-Ltd,I0003,MARTIN MARIETTA MATERIALS,MLM
164296,000003,08/07/2014,,S&P 500 Comp-Ltd,I0003,DISCOVERY INC,DISCA
018086,000003,08/19/2014,07/25/2017,S&P 500 Comp-Ltd,I0003,MALLINCKRODT PLC,MNK
011032,000003,09/22/2014,,S&P 500 Comp-Ltd,I0003,UNIVERSAL HEALTH SVCS INC,UHS
066065,000003,09/22/2014,,S&P 500 Comp-Ltd,I0003,UNITED RENTALS INC,URI
013440,000003,11/05/2014,10/12/2017,S&P 500 Comp-Ltd,I0003,LEVEL 3 COMMUNICATIONS INC,LVLT
028191,000003,12/05/2014,,S&P 500 Comp-Ltd,I0003,ROYAL CARIBBEAN CRUISES LTD,RCL
022260,000003,01/27/2015,,S&P 500 Comp-Ltd,I0003,HCA HEALTHCARE INC,HCA
063645,000003,01/27/2015,03/01/2017,S&P 500 Comp-Ltd,I0003,ENDO INTERNATIONAL PLC,ENDP
001327,000003,03/12/2015,,S&P 500 Comp-Ltd,I0003,SKYWORKS SOLUTIONS INC,SWKS
061494,000003,03/18/2015,,S&P 500 Comp-Ltd,I0003,HENRY SCHEIN INC,HSIC
001045,000003,03/23/2015,,S&P 500 Comp-Ltd,I0003,AMERICAN AIRLINES GROUP INC,AAL
065290,000003,03/23/2015,,S&P 500 Comp-Ltd,I0003,SL GREEN REALTY CORP,SLG
138743,000003,03/23/2015,,S&P 500 Comp-Ltd,I0003,EQUINIX INC,EQIX
175319,000003,03/23/2015,,S&P 500 Comp-Ltd,I0003,HANESBRANDS INC,HBI
030822,000003,04/07/2015,,S&P 500 Comp-Ltd,I0003,REALTY INCOME CORP,O
064853,000003,06/12/2015,,S&P 500 Comp-Ltd,I0003,QORVO INC,QRVO
005783,000003,07/01/2015,,S&P 500 Comp-Ltd,I0003,HUNT (JB) TRANSPRT SVCS INC,JBHT
022734,000003,07/01/2015,06/02/2016,S&P 500 Comp-Ltd,I0003,BAXALTA INC,BXLT
029830,000003,07/02/2015,,S&P 500 Comp-Ltd,I0003,WESTROCK CO,WRK
023827,000003,07/02/2015,07/05/2016,S&P 500 Comp-Ltd,I0003,COLUMBIA PIPELINE GROUP INC,CPGX
005568,000003,07/03/2015,,S&P 500 Comp-Ltd,I0003,KRAFT HEINZ CO,KHC
145977,000003,07/09/2015,,S&P 500 Comp-Ltd,I0003,ADVANCE AUTO PARTS INC,AAP
024616,000003,07/20/2015,,S&P 500 Comp-Ltd,I0003,PAYPAL HOLDINGS INC,PYPL
015520,000003,07/29/2015,03/18/2018,S&P 500 Comp-Ltd,I0003,SIGNET JEWELERS LTD,SIG
180405,000003,08/31/2015,,S&P 500 Comp-Ltd,I0003,ACTIVISION BLIZZARD INC,ATVI
010795,000003,09/03/2015,,S&P 500 Comp-Ltd,I0003,UNITED AIRLINES HOLDINGS INC,UAL
018043,000003,09/21/2015,,S&P 500 Comp-Ltd,I0003,NEWS CORP,NWSA
003226,000003,09/21/2015,12/13/2015,S&P 500 Comp-Ltd,I0003,COMCAST CORP,CMCSA
012886,000003,09/21/2015,03/19/2019,S&P 500 Comp-Ltd,I0003,TWENTY-FIRST CENTURY FOX INC,TFCFA
180652,000003,10/08/2015,,S&P 500 Comp-Ltd,I0003,VERISK ANALYTICS INC,VRSK
026156,000003,11/02/2015,,S&P 500 Comp-Ltd,I0003,HEWLETT PACKARD ENTERPRISE,HPE
026410,000003,11/10/2015,11/10/2015,S&P 500 Comp-Ltd,I0003,FOUR CORNERS PROPERTY TR INC,FCPT
020686,000003,11/18/2015,,S&P 500 Comp-Ltd,I0003,SYNCHRONY FINANCIAL,SYF
138205,000003,11/19/2015,,S&P 500 Comp-Ltd,I0003,ILLUMINA INC,ILMN
026304,000003,11/30/2015,04/03/2018,S&P 500 Comp-Ltd,I0003,CSRA INC,CSRA
003026,000003,12/29/2015,,S&P 500 Comp-Ltd,I0003,CHURCH & DWIGHT INC,CHD
144009,000003,01/05/2016,,S&P 500 Comp-Ltd,I0003,WILLIS TOWERS WATSON PLC,WLTW
160479,000003,01/19/2016,,S&P 500 Comp-Ltd,I0003,EXTRA SPACE STORAGE INC,EXR
004605,000003,02/01/2016,,S&P 500 Comp-Ltd,I0003,FEDERAL REALTY INVESTMENT TR,FRT
021825,000003,02/01/2016,,S&P 500 Comp-Ltd,I0003,CITIZENS FINANCIAL GROUP INC,CFG
177884,000003,02/22/2016,,S&P 500 Comp-Ltd,I0003,CONCHO RESOURCES INC,CXO
179437,000003,03/04/2016,,S&P 500 Comp-Ltd,I0003,AMERICAN WATER WORKS CO INC,AWK
010894,000003,03/07/2016,,S&P 500 Comp-Ltd,I0003,UDR INC,UDR
020904,000003,03/30/2016,,S&P 500 Comp-Ltd,I0003,HOLOGIC INC,HOLX
145552,000003,03/30/2016,,S&P 500 Comp-Ltd,I0003,CENTENE CORP,CNC
011584,000003,04/04/2016,08/08/2019,S&P 500 Comp-Ltd,I0003,FOOT LOCKER INC,FL
165052,000003,04/08/2016,,S&P 500 Comp-Ltd,I0003,UNDER ARMOUR INC,UAA
178704,000003,04/18/2016,,S&P 500 Comp-Ltd,I0003,ULTA BEAUTY INC,ULTA
141913,000003,04/25/2016,,S&P 500 Comp-Ltd,I0003,GLOBAL PAYMENTS INC,GPN
146017,000003,05/03/2016,06/17/2018,S&P 500 Comp-Ltd,I0003,ACUITY BRANDS INC,AYI
001230,000003,05/13/2016,,S&P 500 Comp-Ltd,I0003,ALASKA AIR GROUP INC,ALK
024609,000003,05/13/2016,05/13/2016,S&P 500 Comp-Ltd,I0003,,
027119,000003,05/16/2016,05/16/2016,S&P 500 Comp-Ltd,I0003,INGEVITY CORP,NGVT
160991,000003,05/18/2016,,S&P 500 Comp-Ltd,I0003,DIGITAL REALTY TRUST INC,DLR
155394,000003,05/23/2016,,S&P 500 Comp-Ltd,I0003,LKQ CORP,LKQ
004973,000003,05/31/2016,,S&P 500 Comp-Ltd,I0003,ARTHUR J GALLAGHER & CO,AJG
148349,000003,06/03/2016,,S&P 500 Comp-Ltd,I0003,TRANSDIGM GROUP INC,TDG
188255,000003,06/24/2016,,S&P 500 Comp-Ltd,I0003,FORTUNE BRANDS HOME & SECUR,FBHS
011554,000003,07/01/2016,,S&P 500 Comp-Ltd,I0003,ALLIANT ENERGY CORP,LNT
029751,000003,07/01/2016,,S&P 500 Comp-Ltd,I0003,ALBEMARLE CORP,ALB
026590,000003,07/05/2016,,S&P 500 Comp-Ltd,I0003,FORTIVE CORP,FTV
065772,000003,09/06/2016,,S&P 500 Comp-Ltd,I0003,METTLER-TOLEDO INTL INC,MTD
014489,000003,09/07/2016,09/07/2016,S&P 500 Comp-Ltd,I0003,,
126136,000003,09/08/2016,,S&P 500 Comp-Ltd,I0003,CHARTER COMMUNICATIONS INC,CHTR
003504,000003,09/23/2016,,S&P 500 Comp-Ltd,I0003,COOPER COS INC (THE),COO
012151,000003,10/03/2016,,S&P 500 Comp-Ltd,I0003,COTY INC,COTY
026709,000003,10/03/2016,10/03/2016,S&P 500 Comp-Ltd,I0003,VERSUM MATERIALS INC,VSM
028070,000003,10/03/2016,10/03/2016,S&P 500 Comp-Ltd,I0003,ADVANSIX INC,ASIX
027333,000003,10/31/2016,10/31/2016,S&P 500 Comp-Ltd,I0003,ADIENT PLC,ADNT
028192,000003,11/01/2016,,S&P 500 Comp-Ltd,I0003,HOWMET AEROSPACE INC,HWM
027638,000003,11/01/2016,11/01/2016,S&P 500 Comp-Ltd,I0003,ALCOA CORP,AA
027800,000003,11/01/2016,11/01/2016,S&P 500 Comp-Ltd,I0003,QUALITY CARE PROPERTIES INC,QCP
028499,000003,11/01/2016,11/01/2016,S&P 500 Comp-Ltd,I0003,YUM CHINA HOLDINGS INC,YUMC
028790,000003,11/10/2016,11/10/2016,S&P 500 Comp-Ltd,I0003,LAMB WESTON HOLDINGS INC,LW
029649,000003,12/02/2016,,S&P 500 Comp-Ltd,I0003,MID-AMERICA APT CMNTYS INC,MAA
065967,000003,12/02/2016,10/10/2018,S&P 500 Comp-Ltd,I0003,ENVISION HEALTHCARE CORP,EVHC
028719,000003,01/03/2017,01/03/2017,S&P 500 Comp-Ltd,I0003,CONDUENT INC,CNDT
024197,000003,01/05/2017,,S&P 500 Comp-Ltd,I0003,IDEXX LABS INC,IDXX
030923,000003,01/17/2017,,S&P 500 Comp-Ltd,I0003,TECHNIPFMC PLC,FTI
029004,000003,01/30/2017,01/30/2017,S&P 500 Comp-Ltd,I0003,VAREX IMAGING CORP,VREX
029819,000003,02/02/2017,02/02/2017,S&P 500 Comp-Ltd,I0003,BIOVERATIV INC,BIVV
029127,000003,02/28/2017,,S&P 500 Comp-Ltd,I0003,INCYTE CORP,INCY
184500,000003,03/01/2017,,S&P 500 Comp-Ltd,I0003,CBOE GLOBAL MARKETS INC,CBOE
029099,000003,03/02/2017,,S&P 500 Comp-Ltd,I0003,REGENCY CENTERS CORP,REG
060900,000003,03/13/2017,,S&P 500 Comp-Ltd,I0003,DISH NETWORK CORP,DISH
024975,000003,03/16/2017,,S&P 500 Comp-Ltd,I0003,SYNOPSYS INC,SNPS
001161,000003,03/20/2017,,S&P 500 Comp-Ltd,I0003,ADVANCED MICRO DEVICES,AMD
008898,000003,03/20/2017,,S&P 500 Comp-Ltd,I0003,RAYMOND JAMES FINANCIAL CORP,RJF
064821,000003,03/20/2017,,S&P 500 Comp-Ltd,I0003,ALEXANDRIA R E EQUITIES INC,ARE
003336,000003,04/04/2017,,S&P 500 Comp-Ltd,I0003,DXC TECHNOLOGY CO,DXC
012441,000003,04/05/2017,,S&P 500 Comp-Ltd,I0003,GARTNER INC,IT
029155,000003,06/01/2017,06/01/2017,S&P 500 Comp-Ltd,I0003,CARS.COM INC,CARS
162906,000003,06/02/2017,,S&P 500 Comp-Ltd,I0003,IHS MARKIT LTD,INFO
005643,000003,06/19/2017,,S&P 500 Comp-Ltd,I0003,HILTON WORLDWIDE HOLDINGS,HLT
061388,000003,06/19/2017,,S&P 500 Comp-Ltd,I0003,EVEREST RE GROUP LTD,RE
063080,000003,06/19/2017,,S&P 500 Comp-Ltd,I0003,ANSYS INC,ANSS
141384,000003,06/19/2017,,S&P 500 Comp-Ltd,I0003,ALIGN TECHNOLOGY INC,ALGN
001976,000003,07/06/2017,07/06/2017,S&P 500 Comp-Ltd,I0003,BAKER HUGHES INC,BHI
032106,000003,07/07/2017,,S&P 500 Comp-Ltd,I0003,BAKER HUGHES CO,BKR
032154,000003,07/18/2017,07/18/2017,S&P 500 Comp-Ltd,I0003,JBG SMITH PPTYS,JBGS
009771,000003,07/26/2017,,S&P 500 Comp-Ltd,I0003,SMITH (A.O.),AOS
013510,000003,07/26/2017,,S&P 500 Comp-Ltd,I0003,DUKE REALTY CORP,DRE
014418,000003,07/26/2017,,S&P 500 Comp-Ltd,I0003,MGM RESORTS INTERNATIONAL,MGM
031887,000003,07/26/2017,,S&P 500 Comp-Ltd,I0003,RESMED INC,RMD
128978,000003,07/26/2017,,S&P 500 Comp-Ltd,I0003,PACKAGING CORP OF AMERICA,PKG
031774,000003,08/07/2017,04/02/2019,S&P 500 Comp-Ltd,I0003,BRIGHTHOUSE FINANL INC,BHF
017928,000003,08/29/2017,,S&P 500 Comp-Ltd,I0003,IQVIA HOLDINGS INC,IQV
121382,000003,09/01/2017,,S&P 500 Comp-Ltd,I0003,SBA COMMUNICATIONS CORP,SBAC
013421,000003,09/18/2017,,S&P 500 Comp-Ltd,I0003,CADENCE DESIGN SYSTEMS INC,CDNS
104432,000003,10/13/2017,,S&P 500 Comp-Ltd,I0003,NORWEGIAN CRUISE LINE HLDGS,NCLH
031802,000003,12/05/2017,12/05/2017,S&P 500 Comp-Ltd,I0003,DELPHI TECHNOLOGIES PLC,DLPH
186310,000003,01/03/2018,,S&P 500 Comp-Ltd,I0003,HUNTINGTON INGALLS IND INC,HII
175955,000003,03/07/2018,,S&P 500 Comp-Ltd,I0003,IPG PHOTONICS CORP,IPGP
017120,000003,03/19/2018,,S&P 500 Comp-Ltd,I0003,SVB FINANCIAL GROUP,SIVB
064630,000003,03/19/2018,,S&P 500 Comp-Ltd,I0003,TAKE-TWO INTERACTIVE SFTWR,TTWO
030137,000003,03/19/2018,10/02/2019,S&P 500 Comp-Ltd,I0003,NEKTAR THERAPEUTICS,NKTR
178507,000003,04/04/2018,,S&P 500 Comp-Ltd,I0003,MSCI INC,MSCI
326688,000003,05/01/2018,05/01/2018,S&P 500 Comp-Ltd,I0003,NVENT ELECTRIC PLC,NVT
033326,000003,05/09/2018,05/09/2018,S&P 500 Comp-Ltd,I0003,CHAMPIONX CORP,CHX
013619,000003,05/31/2018,,S&P 500 Comp-Ltd,I0003,ABIOMED INC,ABMD
033439,000003,06/01/2018,06/03/2018,S&P 500 Comp-Ltd,I0003,PERSPECTA INC,PRSP
006338,000003,06/05/2018,,S&P 500 Comp-Ltd,I0003,EVERGY INC,EVRG
018872,000003,06/07/2018,,S&P 500 Comp-Ltd,I0003,TWITTER INC,TWTR
